Ingredient,DF,Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Key,Patent_No,Patent_Expire_Date_Text,Patent_Drug_Substance_Flag,Patent_Drug_Product_Flag,Patent_Use_Code,Patent_Delist_Flag,Patent_Submission_Date,Exclusivity_Code,Exclusivity_Date
AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE,TABLET,ORAL,CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 25MG BASE;10MG,A,71297,1,,12/10/1986,No,Yes,RX,MYLAN PHARMACEUTICALS INC,71297-1,,,,,,,,,
CHLOROTHIAZIDE,TABLET,ORAL,CHLOROTHIAZIDE,MYLAN,250MG,A,84217,2,,,No,Yes,RX,MYLAN PHARMACEUTICALS INC,84217-2,,,,,,,,,
CHLOROTHIAZIDE,TABLET,ORAL,CHLOROTHIAZIDE,MYLAN,500MG,A,84217,1,,,No,No,RX,MYLAN PHARMACEUTICALS INC,84217-1,,,,,,,,,
CHLOROTHIAZIDE; RESERPINE,TABLET,ORAL,CHLOROTHIAZIDE-RESERPINE,MYLAN,250MG;0.125MG,A,87744,1,,5/6/1982,No,No,DISCN,MYLAN PHARMACEUTICALS INC,87744-1,,,,,,,,,
CHLOROTHIAZIDE; RESERPINE,TABLET,ORAL,CHLOROTHIAZIDE-RESERPINE,MYLAN,500MG;0.125MG,A,87745,1,,5/6/1982,No,No,DISCN,MYLAN PHARMACEUTICALS INC,87745-1,,,,,,,,,
CHLORPROPAMIDE,TABLET,ORAL,CHLORPROPAMIDE,MYLAN,100MG,A,88549,2,,6/1/1984,No,No,RX,MYLAN PHARMACEUTICALS INC,88549-2,,,,,,,,,
CHLORPROPAMIDE,TABLET,ORAL,CHLORPROPAMIDE,MYLAN,250MG,A,88549,1,,6/1/1984,No,Yes,RX,MYLAN PHARMACEUTICALS INC,88549-1,,,,,,,,,
CHLORTHALIDONE,TABLET,ORAL,CHLORTHALIDONE,MYLAN,25MG,A,86831,2,AB,,No,No,RX,MYLAN PHARMACEUTICALS INC,86831-2,,,,,,,,,
CHLORTHALIDONE,TABLET,ORAL,CHLORTHALIDONE,MYLAN,50MG,A,86831,1,AB,,No,Yes,RX,MYLAN PHARMACEUTICALS INC,86831-1,,,,,,,,,
CILOSTAZOL,TABLET,ORAL,CILOSTAZOL,MYLAN,50MG,A,77323,2,,4/20/2006,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77323-2,,,,,,,,,
CILOSTAZOL,TABLET,ORAL,CILOSTAZOL,MYLAN,100MG,A,77323,1,,4/20/2006,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77323-1,,,,,,,,,
CILOSTAZOL,TABLET,ORAL,CILOSTAZOL,MYLAN PHARMS INC,50MG,A,77019,1,,11/23/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77019-1,,,,,,,,,
CILOSTAZOL,TABLET,ORAL,CILOSTAZOL,MYLAN PHARMS INC,100MG,A,77019,2,,11/23/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77019-2,,,,,,,,,
LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,CIMDUO,MYLAN LABS LTD,300MG;300MG,N,22141,1,,2/28/2018,Yes,Yes,RX,MYLAN LABORATORIES LTD,22141-1,,,,,,,,,
CIMETIDINE,TABLET,ORAL,CIMETIDINE,MYLAN,200MG,A,74246,1,AB,5/17/1994,No,No,RX,MYLAN PHARMACEUTICALS INC,74246-1,,,,,,,,,
CIMETIDINE,TABLET,ORAL,CIMETIDINE,MYLAN,300MG,A,74246,2,AB,5/17/1994,No,No,RX,MYLAN PHARMACEUTICALS INC,74246-2,,,,,,,,,
CIMETIDINE,TABLET,ORAL,CIMETIDINE,MYLAN,400MG,A,74246,3,AB,5/17/1994,No,No,RX,MYLAN PHARMACEUTICALS INC,74246-3,,,,,,,,,
CIMETIDINE,TABLET,ORAL,CIMETIDINE,MYLAN,800MG,A,74246,4,AB,5/17/1994,No,Yes,RX,MYLAN PHARMACEUTICALS INC,74246-4,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 100MG BASE,A,75817,1,,6/25/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75817-1,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 250MG BASE,A,75685,2,,6/9/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75685-2,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 250MG BASE,A,75817,2,,6/9/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75817-2,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 500MG BASE,A,75685,3,,6/9/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75685-3,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 500MG BASE,A,75817,3,AB,6/9/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,75817-3,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 750MG BASE,A,75685,1,,6/9/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75685-1,,,,,,,,,
CIPROFLOXACIN HYDROCHLORIDE,TABLET,ORAL,CIPROFLOXACIN HYDROCHLORIDE,MYLAN,EQ 750MG BASE,A,75817,4,,6/9/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75817-4,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 10MG BASE,A,77039,1,,2/3/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77039-1,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 10MG BASE,A,77042,1,AB,11/5/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,77042-1,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 20MG BASE,A,77039,2,,2/3/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77039-2,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 20MG BASE,A,77042,2,AB,11/5/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,77042-2,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 40MG BASE,A,77039,3,,2/3/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77039-3,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN,EQ 40MG BASE,A,77042,3,AB,11/5/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,77042-3,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 10MG BASE,A,77037,1,,11/5/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77037-1,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 20MG BASE,A,77037,2,,11/5/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77037-2,,,,,,,,,
CITALOPRAM HYDROBROMIDE,TABLET,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 40MG BASE,A,77037,3,,11/5/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77037-3,,,,,,,,,
CLARITHROMYCIN,TABLET,ORAL,CLARITHROMYCIN,MYLAN,250MG,A,65195,1,,3/11/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,65195-1,,,,,,,,,
CLARITHROMYCIN,TABLET,ORAL,CLARITHROMYCIN,MYLAN,500MG,A,65195,2,,3/11/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,65195-2,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN,0.5MG,A,75150,1,AB,10/5/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,75150-1,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN,1MG,A,75150,2,AB,10/5/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,75150-2,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN,2MG,A,75150,3,AB,10/5/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,75150-3,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN PHARMS INC,0.5MG,A,74940,1,,10/30/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74940-1,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN PHARMS INC,1MG,A,74940,2,,10/30/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74940-2,,,,,,,,,
CLONAZEPAM,TABLET,ORAL,CLONAZEPAM,MYLAN PHARMS INC,2MG,A,74940,3,,10/30/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74940-3,,,,,,,,,
CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLONIDINE HYDROCHLORIDE,MYLAN,0.1MG,A,70317,2,AB,7/9/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,70317-2,,,,,,,,,
CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLONIDINE HYDROCHLORIDE,MYLAN,0.2MG,A,70317,3,AB,6/9/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,70317-3,,,,,,,,,
CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLONIDINE HYDROCHLORIDE,MYLAN,0.3MG,A,70317,1,AB,6/9/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,70317-1,,,,,,,,,
CLOPIDOGREL BISULFATE,TABLET,ORAL,CLOPIDOGREL BISULFATE,MYLAN PHARMS INC,EQ 75MG BASE,A,77665,1,AB,5/17/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,77665-1,,,,,,,,,
CLOPIDOGREL BISULFATE,TABLET,ORAL,CLOPIDOGREL BISULFATE,MYLAN PHARMS INC,EQ 300MG BASE,A,77665,2,AB,5/17/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,77665-2,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,TABLET,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,3.75MG,A,71858,2,AB,7/17/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,71858-2,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,TABLET,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,7.5MG,A,71858,3,AB,7/17/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,71858-3,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,TABLET,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,15MG,A,71858,1,AB,7/17/1987,No,No,RX,MYLAN PHARMACEUTICALS INC,71858-1,,,,,,,,,
CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLORPRES,MYLAN,15MG;0.1MG,A,71325,3,,2/9/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71325-3,,,,,,,,,
CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLORPRES,MYLAN,15MG;0.2MG,A,71325,2,,2/9/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71325-2,,,,,,,,,
CHLORTHALIDONE; CLONIDINE HYDROCHLORIDE,TABLET,ORAL,CLORPRES,MYLAN,15MG;0.3MG,A,71325,1,,2/9/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71325-1,,,,,,,,,
CLOZAPINE,TABLET,ORAL,CLOZAPINE,MYLAN,12.5MG,A,75417,3,,4/15/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75417-3,,,,,,,,,
CLOZAPINE,TABLET,ORAL,CLOZAPINE,MYLAN,25MG,A,75417,1,AB,5/27/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,75417-1,,,,,,,,,
CLOZAPINE,TABLET,ORAL,CLOZAPINE,MYLAN,50MG,A,75417,4,AB,4/15/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,75417-4,,,,,,,,,
CLOZAPINE,TABLET,ORAL,CLOZAPINE,MYLAN,100MG,A,75417,2,AB,5/27/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,75417-2,,,,,,,,,
CLOZAPINE,TABLET,ORAL,CLOZAPINE,MYLAN,200MG,A,75417,5,AB,4/15/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,75417-5,,,,,,,,,
CYCLOBENZAPRINE HYDROCHLORIDE,TABLET,ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,MYLAN PHARMS INC,5MG,A,73144,2,AB,2/3/2006,No,No,RX,MYLAN PHARMACEUTICALS INC,73144-2,,,,,,,,,
CYCLOBENZAPRINE HYDROCHLORIDE,TABLET,ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,MYLAN PHARMS INC,7.5MG,A,73144,3,AB,3/25/2013,No,No,RX,MYLAN PHARMACEUTICALS INC,73144-3,,,,,,,,,
CYCLOBENZAPRINE HYDROCHLORIDE,TABLET,ORAL,CYCLOBENZAPRINE HYDROCHLORIDE,MYLAN PHARMS INC,10MG,A,73144,1,AB,5/30/1991,No,Yes,RX,MYLAN PHARMACEUTICALS INC,73144-1,,,,,,,,,
CYPROHEPTADINE HYDROCHLORIDE,TABLET,ORAL,CYPROHEPTADINE HYDROCHLORIDE,MYLAN,4MG,A,86678,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,86678-1,,,,,,,,,
TORSEMIDE,TABLET,ORAL,DEMADEX,MYLAN SPECIALITY LP,5MG,N,20136,1,AB,8/23/1993,Yes,No,RX,MYLAN SPECIALTY LP,20136-1,,,,,,,,,
TORSEMIDE,TABLET,ORAL,DEMADEX,MYLAN SPECIALITY LP,10MG,N,20136,2,AB,8/23/1993,Yes,No,RX,MYLAN SPECIALTY LP,20136-2,,,,,,,,,
TORSEMIDE,TABLET,ORAL,DEMADEX,MYLAN SPECIALITY LP,20MG,N,20136,3,AB,8/23/1993,Yes,Yes,RX,MYLAN SPECIALTY LP,20136-3,,,,,,,,,
TORSEMIDE,TABLET,ORAL,DEMADEX,MYLAN SPECIALITY LP,100MG,N,20136,4,AB,8/23/1993,Yes,No,RX,MYLAN SPECIALTY LP,20136-4,,,,,,,,,
PENICILLAMINE,TABLET,ORAL,DEPEN,MYLAN SPECIALITY LP,250MG,N,19854,1,,,Yes,Yes,RX,MYLAN SPECIALTY LP,19854-1,,,,,,,,,
DESLORATADINE,TABLET,ORAL,DESLORATADINE,MYLAN PHARMS INC,5MG,A,78351,1,AB,2/10/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,78351-1,,,,,,,,,
DESMOPRESSIN ACETATE,TABLET,ORAL,DESMOPRESSIN ACETATE,MYLAN PHARMS INC,0.1MG,A,200653,1,AB,6/27/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,200653-1,,,,,,,,,
DESMOPRESSIN ACETATE,TABLET,ORAL,DESMOPRESSIN ACETATE,MYLAN PHARMS INC,0.2MG,A,200653,2,AB,6/27/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,200653-2,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,1.25MG;1.25MG;1.25MG;1.25MG,A,206721,1,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-1,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,1.875MG;1.875MG;1.875MG;1.875MG,A,206721,2,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-2,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,2.5MG;2.5MG;2.5MG;2.5MG,A,206721,3,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-3,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,3.125MG;3.125MG;3.125MG;3.125MG,A,206721,4,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-4,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,3.75MG;3.75MG;3.75MG;3.75MG,A,206721,5,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-5,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,5MG;5MG;5MG;5MG,A,206721,6,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-6,,,,,,,,,
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",MYLAN PHARMS INC,7.5MG;7.5MG;7.5MG;7.5MG,A,206721,7,AB,11/10/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,206721-7,,,,,,,,,
DIAZEPAM,TABLET,ORAL,DIAZEPAM,MYLAN,2MG,A,70325,2,AB,9/4/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70325-2,,,,,,,,,
DIAZEPAM,TABLET,ORAL,DIAZEPAM,MYLAN,5MG,A,70325,3,AB,9/4/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70325-3,,,,,,,,,
DIAZEPAM,TABLET,ORAL,DIAZEPAM,MYLAN,10MG,A,70325,1,AB,9/4/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70325-1,,,,,,,,,
DICLOFENAC POTASSIUM,TABLET,ORAL,DICLOFENAC POTASSIUM,MYLAN,50MG,A,75463,1,AB,7/26/1999,No,Yes,RX,MYLAN PHARMACEUTICALS INC,75463-1,,,,,,,,,
DICYCLOMINE HYDROCHLORIDE,TABLET,ORAL,DICYCLOMINE HYDROCHLORIDE,MYLAN,20MG,A,40317,1,AB,9/7/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,40317-1,,,,,,,,,
DIGOXIN,TABLET,ORAL,DIGOXIN,MYLAN PHARMS INC,0.125MG,A,40282,1,AB,12/23/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,40282-1,,,,,,,,,
DIGOXIN,TABLET,ORAL,DIGOXIN,MYLAN PHARMS INC,0.25MG,A,40282,2,AB,12/23/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,40282-2,,,,,,,,,
DILTIAZEM HYDROCHLORIDE,TABLET,ORAL,DILTIAZEM HYDROCHLORIDE,MYLAN,30MG,A,72838,4,AB,11/5/1992,No,No,RX,MYLAN PHARMACEUTICALS INC,72838-4,,,,,,,,,
DILTIAZEM HYDROCHLORIDE,TABLET,ORAL,DILTIAZEM HYDROCHLORIDE,MYLAN,60MG,A,72838,3,AB,11/5/1992,No,No,RX,MYLAN PHARMACEUTICALS INC,72838-3,,,,,,,,,
DILTIAZEM HYDROCHLORIDE,TABLET,ORAL,DILTIAZEM HYDROCHLORIDE,MYLAN,90MG,A,72838,2,AB,11/5/1992,No,No,RX,MYLAN PHARMACEUTICALS INC,72838-2,,,,,,,,,
DILTIAZEM HYDROCHLORIDE,TABLET,ORAL,DILTIAZEM HYDROCHLORIDE,MYLAN,120MG,A,72838,1,AB,11/5/1992,No,No,RX,MYLAN PHARMACEUTICALS INC,72838-1,,,,,,,,,
ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,TABLET,ORAL,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,MYLAN,0.025MG;2.5MG,A,85762,1,AA,,No,No,RX,MYLAN PHARMACEUTICALS INC,85762-1,,,,,,,,,
DISULFIRAM,TABLET,ORAL,DISULFIRAM,MYLAN PHARMS INC,250MG,A,203916,1,AB,3/4/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,203916-1,,,,,,,,,
DISULFIRAM,TABLET,ORAL,DISULFIRAM,MYLAN PHARMS INC,500MG,A,203916,2,AB,3/4/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,203916-2,,,,,,,,,
DONEPEZIL HYDROCHLORIDE,TABLET,ORAL,DONEPEZIL HYDROCHLORIDE,MYLAN PHARMS INC,5MG,A,90521,1,AB,5/31/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90521-1,,,,,,,,,
DONEPEZIL HYDROCHLORIDE,TABLET,ORAL,DONEPEZIL HYDROCHLORIDE,MYLAN PHARMS INC,10MG,A,90521,2,AB,5/31/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90521-2,,,,,,,,,
DONEPEZIL HYDROCHLORIDE,TABLET,ORAL,DONEPEZIL HYDROCHLORIDE,MYLAN PHARMS INC,23MG,A,202656,1,AB,10/22/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,202656-1,,,,,,,,,
DOXAZOSIN MESYLATE,TABLET,ORAL,DOXAZOSIN MESYLATE,MYLAN,EQ 1MG BASE,A,75509,1,AB,10/19/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75509-1,,,,,,,,,
DOXAZOSIN MESYLATE,TABLET,ORAL,DOXAZOSIN MESYLATE,MYLAN,EQ 2MG BASE,A,75509,2,AB,10/19/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75509-2,,,,,,,,,
DOXAZOSIN MESYLATE,TABLET,ORAL,DOXAZOSIN MESYLATE,MYLAN,EQ 4MG BASE,A,75509,3,AB,10/19/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75509-3,,,,,,,,,
DOXAZOSIN MESYLATE,TABLET,ORAL,DOXAZOSIN MESYLATE,MYLAN,EQ 8MG BASE,A,75509,4,AB,10/19/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75509-4,,,,,,,,,
DOXEPIN HYDROCHLORIDE,TABLET,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 3MG BASE,A,202337,1,,1/20/2016,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202337-1,,,,,,,,,
DOXEPIN HYDROCHLORIDE,TABLET,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 6MG BASE,A,202337,2,,1/20/2016,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202337-2,,,,,,,,,
DOXYCYCLINE,TABLET,ORAL,DOXYCYCLINE,MYLAN,EQ 50MG BASE,A,65377,1,AB,11/7/2006,No,No,RX,MYLAN PHARMACEUTICALS INC,65377-1,,,,,,,,,
DOXYCYCLINE,TABLET,ORAL,DOXYCYCLINE,MYLAN,EQ 75MG BASE,A,65377,2,AB,11/7/2006,No,No,RX,MYLAN PHARMACEUTICALS INC,65377-2,,,,,,,,,
DOXYCYCLINE,TABLET,ORAL,DOXYCYCLINE,MYLAN,EQ 100MG BASE,A,65377,3,AB,11/7/2006,No,No,RX,MYLAN PHARMACEUTICALS INC,65377-3,,,,,,,,,
DOXYCYCLINE,TABLET,ORAL,DOXYCYCLINE,MYLAN,EQ 150MG BASE,A,65427,1,AB,6/7/2007,No,No,RX,MYLAN PHARMACEUTICALS INC,65427-1,,,,,,,,,
DOXYCYCLINE HYCLATE,TABLET,ORAL,DOXYCYCLINE HYCLATE,MYLAN,EQ 100MG BASE,A,62432,1,AB,2/15/1983,No,No,RX,MYLAN PHARMACEUTICALS INC,62432-1,,,,,,,,,
DROSPIRENONE; ETHINYL ESTRADIOL,TABLET,ORAL,DROSPIRENONE AND ETHINYL ESTRADIOL,MYLAN LABS LTD,3MG;0.02MG,A,202594,1,AB,10/22/2015,No,No,RX,MYLAN LABORATORIES LTD,202594-1,,,,,,,,,
EFAVIRENZ,TABLET,ORAL,EFAVIRENZ,MYLAN PHARMS INC,600MG,A,91471,1,AB,2/17/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,91471-1,,,,,,,,PC,2/14/2018
ELETRIPTAN HYDROBROMIDE,TABLET,ORAL,ELETRIPTAN HYDROBROMIDE,MYLAN PHARMS INC,EQ 20MG BASE,A,205152,1,AB,8/11/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,205152-1,,,,,,,,,
ELETRIPTAN HYDROBROMIDE,TABLET,ORAL,ELETRIPTAN HYDROBROMIDE,MYLAN PHARMS INC,EQ 40MG BASE,A,205152,2,AB,8/11/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,205152-2,,,,,,,,,
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,MYLAN PHARMS INC,200MG;300MG,A,206436,1,AB,4/9/2018,No,No,RX,MYLAN PHARMACEUTICALS INC,206436-1,,,,,,,,,
ENALAPRIL MALEATE,TABLET,ORAL,ENALAPRIL MALEATE,MYLAN,2.5MG,A,75472,1,,8/22/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75472-1,,,,,,,,,
ENALAPRIL MALEATE,TABLET,ORAL,ENALAPRIL MALEATE,MYLAN,2.5MG,A,75480,1,AB,8/22/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75480-1,,,,,,,,,
ENALAPRIL MALEATE,TABLET,ORAL,ENALAPRIL MALEATE,MYLAN,5MG,A,75472,2,,8/22/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75472-2,,,,,,,,,
ENALAPRIL MALEATE,TABLET,ORAL,ENALAPRIL MALEATE,MYLAN,5MG,A,75480,2,AB,8/22/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75480-2,,,,,,,,,
